AOI,RCA,StreamOrder,Model,Period,gsdd,mean_ann,min_ann,max_ann,mean_apr,mean_may,mean_jun,mean_jul,mean_aug,mean_sep,mean_oct
Fairbanks Soil & Water Conservation District,3898,5,ccsm,1,1262.95,5.64,0.0,16.4,0.99,4.78,9.82,11.08,7.54,4.64,1.76
Fairbanks Soil & Water Conservation District,3898,5,ccsm,2,1397.19,6.24,0.0,20.53,0.96,5.59,11.1,12.21,8.3,5.05,1.92
Fairbanks Soil & Water Conservation District,3898,5,gfdl,0,1160.67,5.39,0.0,13.03,1.03,4.69,8.98,10.58,7.45,4.33,1.7
Fairbanks Soil & Water Conservation District,3898,5,gfdl,1,1266.62,5.65,0.0,12.61,0.99,5.25,10.05,10.81,7.53,4.68,1.65
Fairbanks Soil & Water Conservation District,3898,5,gfdl,2,1378.8,6.16,0.0,14.7,1.02,6.42,10.58,11.69,7.89,4.92,1.95
Fairbanks Soil & Water Conservation District,3900,4,ccsm,0,1282.52,5.82,0.0,13.96,1.42,5.17,9.66,11.24,7.79,4.64,2.05
Fairbanks Soil & Water Conservation District,3900,4,ccsm,1,1360.66,6.07,0.0,17.12,1.45,5.24,10.56,11.66,7.78,4.93,2.13
Fairbanks Soil & Water Conservation District,3900,4,ccsm,2,1489.6,6.65,0.0,17.32,1.42,6.03,11.79,12.63,8.61,5.32,2.3
Fairbanks Soil & Water Conservation District,3900,4,gfdl,0,1282.52,5.82,0.0,13.96,1.42,5.17,9.66,11.24,7.79,4.64,2.05
Fairbanks Soil & Water Conservation District,3900,4,gfdl,1,1366.39,6.1,0.0,13.28,1.42,5.72,10.64,11.45,7.86,5.02,2.06
Fairbanks Soil & Water Conservation District,3900,4,gfdl,2,1495.49,6.68,0.0,15.82,1.43,6.84,11.4,12.58,8.26,5.28,2.42
Fairbanks Soil & Water Conservation District,3903,4,ccsm,0,1349.46,6.12,0.24,14.27,1.82,5.53,9.97,11.48,8.02,4.89,2.28
Fairbanks Soil & Water Conservation District,3903,4,ccsm,1,1422.94,6.35,0.15,17.14,1.84,5.59,10.82,11.92,8.01,5.17,2.37
Fairbanks Soil & Water Conservation District,3903,4,ccsm,2,1550.72,6.92,0.07,18.55,1.81,6.35,12.1,12.86,8.82,5.57,2.53
Fairbanks Soil & Water Conservation District,3903,4,gfdl,0,1349.46,6.12,0.24,14.27,1.82,5.53,9.97,11.48,8.02,4.89,2.28
Fairbanks Soil & Water Conservation District,3903,4,gfdl,1,1428.33,6.38,0.12,13.61,1.81,6.07,10.91,11.7,8.08,5.27,2.3
Fairbanks Soil & Water Conservation District,3903,4,gfdl,2,1556.55,6.95,0.07,16.09,1.83,7.17,11.68,12.83,8.49,5.52,2.66
Fairbanks Soil & Water Conservation District,3905,5,ccsm,0,1378.58,6.35,0.26,14.89,1.91,5.82,10.68,11.97,8.23,4.94,2.34
Fairbanks Soil & Water Conservation District,3905,5,ccsm,1,1493.27,6.67,0.19,18.35,1.89,5.94,11.8,12.45,8.16,5.29,2.36
Fairbanks Soil & Water Conservation District,3905,5,ccsm,2,1631.58,7.28,0.18,18.61,1.86,6.79,13.09,13.51,9.13,5.69,2.5
Fairbanks Soil & Water Conservation District,3905,5,gfdl,0,1378.58,6.35,0.26,14.89,1.91,5.82,10.68,11.97,8.23,4.94,2.34
Fairbanks Soil & Water Conservation District,3905,5,gfdl,1,1490.08,6.65,0.23,14.82,1.86,6.32,11.63,12.27,8.31,5.39,2.32
Fairbanks Soil & Water Conservation District,3905,5,gfdl,2,1633.32,7.29,0.17,17.56,1.89,7.61,12.6,13.52,8.71,5.67,2.62
Fairbanks Soil & Water Conservation District,3910,4,ccsm,0,1376.59,6.29,0.33,14.54,1.96,5.73,10.19,11.69,8.16,5.03,2.41
Fairbanks Soil & Water Conservation District,3910,4,ccsm,1,1462.55,6.53,0.26,17.28,1.97,5.8,11.09,12.13,8.18,5.31,2.49
Fairbanks Soil & Water Conservation District,3910,4,ccsm,2,1595.26,7.12,0.2,20.16,1.95,6.61,12.4,13.1,9.01,5.72,2.66
Fairbanks Soil & Water Conservation District,3910,4,gfdl,0,1376.59,6.29,0.33,14.54,1.96,5.73,10.19,11.69,8.16,5.03,2.41
Fairbanks Soil & Water Conservation District,3910,4,gfdl,1,1463.2,6.53,0.23,13.82,1.92,6.22,11.11,11.91,8.23,5.43,2.42
Fairbanks Soil & Water Conservation District,3910,4,gfdl,2,1598.39,7.14,0.2,16.43,1.97,7.4,11.95,13.07,8.65,5.69,2.78
Fairbanks Soil & Water Conservation District,3918,5,ccsm,0,929.81,4.18,0.0,11.42,0.11,2.99,7.38,9.22,6.39,3.25,0.7
Fairbanks Soil & Water Conservation District,3918,5,ccsm,1,1001.63,4.47,0.0,14.85,0.09,3.12,8.22,9.76,6.47,3.58,0.8
Fairbanks Soil & Water Conservation District,3918,5,ccsm,2,1134.73,5.07,0.0,15.88,0.13,3.89,9.54,10.76,7.26,3.99,0.91
Fairbanks Soil & Water Conservation District,3918,5,gfdl,0,929.81,4.18,0.0,11.42,0.11,2.99,7.38,9.22,6.39,3.25,0.7
Fairbanks Soil & Water Conservation District,3918,5,gfdl,1,1009.0,4.5,0.0,10.93,0.06,3.64,8.47,9.45,6.49,3.63,0.71
Fairbanks Soil & Water Conservation District,3918,5,gfdl,2,1121.57,5.01,0.0,13.11,0.17,4.83,9.0,10.36,6.85,3.86,0.98
Fairbanks Soil & Water Conservation District,3924,5,ccsm,0,811.49,3.65,0.0,10.61,0.01,2.1,6.55,8.61,5.83,2.69,0.39
Fairbanks Soil & Water Conservation District,3924,5,ccsm,1,885.8,3.95,0.0,14.19,0.0,2.24,7.47,9.11,5.86,3.01,0.54
Fairbanks Soil & Water Conservation District,3924,5,ccsm,2,1021.81,4.56,0.0,14.88,0.01,2.94,8.88,10.21,6.72,3.44,0.59
Fairbanks Soil & Water Conservation District,3924,5,gfdl,0,811.49,3.65,0.0,10.61,0.01,2.1,6.55,8.61,5.83,2.69,0.39
Fairbanks Soil & Water Conservation District,3924,5,gfdl,1,884.71,3.95,0.0,10.12,0.02,2.71,7.41,8.9,5.84,3.09,0.46
Fairbanks Soil & Water Conservation District,3924,5,gfdl,2,996.69,4.45,0.0,12.58,0.02,3.87,8.04,9.82,6.25,3.31,0.67
Fairbanks Soil & Water Conservation District,3928,4,ccsm,0,1318.65,5.98,0.0,14.09,1.57,5.37,9.9,11.41,7.92,4.78,2.18
Fairbanks Soil & Water Conservation District,3928,4,ccsm,1,1399.59,6.25,0.0,17.03,1.61,5.44,10.85,11.83,7.92,5.06,2.27
Fairbanks Soil & Water Conservation District,3928,4,ccsm,2,1528.38,6.82,0.0,17.34,1.58,6.25,12.06,12.78,8.76,5.47,2.46
Fairbanks Soil & Water Conservation District,3928,4,gfdl,0,1318.65,5.98,0.0,14.09,1.57,5.37,9.9,11.41,7.92,4.78,2.18
Fairbanks Soil & Water Conservation District,3928,4,gfdl,1,1399.55,6.25,0.0,13.52,1.56,5.87,10.8,11.65,7.99,5.16,2.21
Fairbanks Soil & Water Conservation District,3928,4,gfdl,2,1532.8,6.84,0.0,15.91,1.58,7.06,11.61,12.78,8.39,5.41,2.58
Fairbanks Soil & Water Conservation District,3931,5,ccsm,0,1384.65,6.29,0.22,14.73,1.84,5.7,10.55,11.91,8.13,4.91,2.3
Fairbanks Soil & Water Conservation District,3931,5,ccsm,1,1475.01,6.58,0.13,18.22,1.82,5.84,11.63,12.33,8.11,5.23,2.32
Fairbanks Soil & Water Conservation District,3931,5,ccsm,2,1613.0,7.2,0.12,18.61,1.78,6.7,12.91,13.4,9.08,5.64,2.47
Fairbanks Soil & Water Conservation District,3931,5,gfdl,0,1384.65,6.29,0.22,14.73,1.84,5.7,10.55,11.91,8.13,4.91,2.3
Fairbanks Soil & Water Conservation District,3931,5,gfdl,1,1470.06,6.56,0.15,14.58,1.79,6.21,11.45,12.19,8.22,5.3,2.28
Fairbanks Soil & Water Conservation District,3931,5,gfdl,2,1613.06,7.2,0.1,17.03,1.82,7.49,12.42,13.4,8.66,5.59,2.59
Fairbanks Soil & Water Conservation District,3966,4,ccsm,0,1271.66,5.78,0.0,13.74,1.35,5.14,9.66,11.21,7.77,4.64,2.05
Fairbanks Soil & Water Conservation District,3966,4,ccsm,1,1357.9,6.06,0.0,16.6,1.38,5.21,10.6,11.63,7.76,4.92,2.14
Fairbanks Soil & Water Conservation District,3966,4,ccsm,2,1487.68,6.64,0.0,17.15,1.35,6.02,11.84,12.54,8.61,5.34,2.33
Fairbanks Soil & Water Conservation District,3966,4,gfdl,0,1271.66,5.78,0.0,13.74,1.35,5.14,9.66,11.21,7.77,4.64,2.05
Fairbanks Soil & Water Conservation District,3966,4,gfdl,1,1359.02,6.07,0.0,13.24,1.34,5.65,10.57,11.45,7.83,5.01,2.08
Fairbanks Soil & Water Conservation District,3966,4,gfdl,2,1489.68,6.65,0.0,15.53,1.36,6.81,11.35,12.55,8.24,5.27,2.44
Fairbanks Soil & Water Conservation District,3979,4,ccsm,0,1115.43,5.06,0.0,13.18,0.55,4.22,8.93,10.46,7.22,3.95,1.33
Fairbanks Soil & Water Conservation District,3979,4,ccsm,1,1211.34,5.41,0.0,16.96,0.5,4.47,9.97,11.03,7.22,4.22,1.4
Fairbanks Soil & Water Conservation District,3979,4,ccsm,2,1354.25,6.05,0.0,17.09,0.5,5.3,11.38,12.12,8.1,4.64,1.56
Fairbanks Soil & Water Conservation District,3979,4,gfdl,0,1115.43,5.06,0.0,13.18,0.55,4.22,8.93,10.46,7.22,3.95,1.33
Fairbanks Soil & Water Conservation District,3979,4,gfdl,1,1210.92,5.41,0.0,12.5,0.51,4.87,10.05,10.72,7.26,4.32,1.32
Fairbanks Soil & Water Conservation District,3979,4,gfdl,2,1337.84,5.97,0.0,15.05,0.56,6.11,10.76,11.75,7.67,4.57,1.63
Fairbanks Soil & Water Conservation District,3984,5,ccsm,0,1348.18,6.11,0.1,14.41,1.77,5.58,10.19,11.6,8.04,4.83,2.19
Fairbanks Soil & Water Conservation District,3984,5,ccsm,1,1434.28,6.4,0.03,17.27,1.72,5.72,11.13,12.04,8.02,5.13,2.24
Fairbanks Soil & Water Conservation District,3984,5,ccsm,2,1563.54,6.98,0.0,17.73,1.7,6.52,12.36,13.0,8.94,5.55,2.37
Fairbanks Soil & Water Conservation District,3984,5,gfdl,0,1348.18,6.11,0.1,14.41,1.77,5.58,10.19,11.6,8.04,4.83,2.19
Fairbanks Soil & Water Conservation District,3984,5,gfdl,1,1437.1,6.42,0.01,13.99,1.7,6.06,11.11,11.99,8.14,5.23,2.19
Fairbanks Soil & Water Conservation District,3984,5,gfdl,2,1572.82,7.02,0.0,16.35,1.74,7.3,11.98,13.13,8.55,5.53,2.5
Fairbanks Soil & Water Conservation District,4001,4,ccsm,0,991.56,4.49,0.0,12.04,0.24,3.46,8.01,9.73,6.7,3.49,0.91
Fairbanks Soil & Water Conservation District,4001,4,ccsm,1,1082.42,4.83,0.0,15.66,0.2,3.68,8.96,10.28,6.72,3.79,1.0
Fairbanks Soil & Water Conservation District,4001,4,ccsm,2,1219.66,5.44,0.0,16.0,0.22,4.46,10.32,11.33,7.56,4.2,1.13
Fairbanks Soil & Water Conservation District,4001,4,gfdl,0,991.56,4.49,0.0,12.04,0.24,3.46,8.01,9.73,6.7,3.49,0.91
Fairbanks Soil & Water Conservation District,4001,4,gfdl,1,1084.68,4.84,0.0,11.52,0.19,4.09,9.11,9.97,6.76,3.87,0.92
Fairbanks Soil & Water Conservation District,4001,4,gfdl,2,1203.66,5.37,0.0,13.94,0.26,5.3,9.76,10.93,7.14,4.11,1.19
Fairbanks Soil & Water Conservation District,4008,5,ccsm,0,923.42,4.17,0.0,11.47,0.09,2.9,7.4,9.28,6.35,3.22,0.72
Fairbanks Soil & Water Conservation District,4008,5,ccsm,1,1000.74,4.47,0.0,15.02,0.04,3.02,8.35,9.79,6.37,3.52,0.86
Fairbanks Soil & Water Conservation District,4008,5,ccsm,2,1139.99,5.09,0.0,15.83,0.07,3.77,9.74,10.92,7.25,3.95,0.94
Fairbanks Soil & Water Conservation District,4008,5,gfdl,0,923.42,4.17,0.0,11.47,0.09,2.9,7.4,9.28,6.35,3.22,0.72
Fairbanks Soil & Water Conservation District,4008,5,gfdl,1,998.91,4.46,0.0,10.99,0.08,3.53,8.26,9.55,6.35,3.6,0.76
Fairbanks Soil & Water Conservation District,4008,5,gfdl,2,1116.12,4.98,0.0,13.3,0.14,4.71,8.9,10.48,6.77,3.8,1.05
Fairbanks Soil & Water Conservation District,4013,4,ccsm,0,1263.34,5.76,0.0,13.7,1.33,5.1,9.65,11.19,7.74,4.58,2.02
Fairbanks Soil & Water Conservation District,4013,4,ccsm,1,1352.35,6.04,0.0,16.58,1.35,5.18,10.59,11.6,7.73,4.89,2.12
Fairbanks Soil & Water Conservation District,4013,4,ccsm,2,1481.57,6.61,0.0,17.18,1.31,5.97,11.83,12.52,8.59,5.3,2.3
Fairbanks Soil & Water Conservation District,4013,4,gfdl,0,1263.34,5.76,0.0,13.7,1.33,5.1,9.65,11.19,7.74,4.58,2.02
Fairbanks Soil & Water Conservation District,4013,4,gfdl,1,1356.14,6.05,0.0,13.23,1.32,5.62,10.6,11.46,7.81,4.97,2.05
Fairbanks Soil & Water Conservation District,4013,4,gfdl,2,1484.5,6.63,0.0,15.59,1.32,6.75,11.36,12.56,8.22,5.23,2.41
Fairbanks Soil & Water Conservation District,4034,5,ccsm,0,1324.25,5.99,0.0,14.29,1.47,5.46,10.18,11.57,7.92,4.68,2.01
Fairbanks Soil & Water Conservation District,4034,5,ccsm,1,1409.75,6.29,0.0,17.47,1.45,5.63,11.16,12.02,7.91,5.01,2.07
Fairbanks Soil & Water Conservation District,4034,5,ccsm,2,1550.93,6.92,0.0,18.12,1.43,6.53,12.54,13.07,8.84,5.43,2.21
Fairbanks Soil & Water Conservation District,4034,5,gfdl,0,1324.25,5.99,0.0,14.29,1.47,5.46,10.18,11.57,7.92,4.68,2.01
Fairbanks Soil & Water Conservation District,4034,5,gfdl,1,1409.27,6.29,0.0,13.98,1.41,6.0,11.14,11.88,8.02,5.08,2.0
Fairbanks Soil & Water Conservation District,4034,5,gfdl,2,1554.86,6.94,0.0,16.56,1.48,7.33,12.09,13.08,8.44,5.39,2.32
Fairbanks Soil & Water Conservation District,4044,5,ccsm,0,729.59,3.32,0.0,9.87,0.0,1.7,5.94,8.07,5.51,2.42,0.27
Fairbanks Soil & Water Conservation District,4044,5,ccsm,1,809.14,3.61,0.0,13.02,0.0,1.8,6.77,8.54,5.56,2.73,0.41
Fairbanks Soil & Water Conservation District,4044,5,ccsm,2,937.73,4.19,0.0,13.92,0.0,2.46,8.05,9.59,6.38,3.15,0.46
Fairbanks Soil & Water Conservation District,4044,5,gfdl,0,729.59,3.32,0.0,9.87,0.0,1.7,5.94,8.07,5.51,2.42,0.27
Fairbanks Soil & Water Conservation District,4044,5,gfdl,1,811.87,3.62,0.0,9.46,0.0,2.29,6.8,8.33,5.53,2.78,0.33
Fairbanks Soil & Water Conservation District,4044,5,gfdl,2,915.85,4.09,0.0,11.63,0.01,3.42,7.35,9.19,5.9,2.97,0.52
Fairbanks Soil & Water Conservation District,4050,5,ccsm,0,1191.3,5.45,0.0,13.32,1.05,4.78,9.19,10.72,7.52,4.33,1.7
Fairbanks Soil & Water Conservation District,4050,5,ccsm,1,1286.32,5.74,0.0,16.86,0.98,4.89,10.11,11.32,7.58,4.66,1.77
Fairbanks Soil & Water Conservation District,4050,5,ccsm,2,1418.54,6.33,0.0,17.29,0.96,5.68,11.45,12.3,8.4,5.07,1.93
Fairbanks Soil & Water Conservation District,4050,5,gfdl,0,1191.3,5.45,0.0,13.32,1.05,4.78,9.19,10.72,7.52,4.33,1.7
Fairbanks Soil & Water Conservation District,4050,5,gfdl,1,1285.02,5.74,0.0,12.84,0.99,5.33,10.26,10.98,7.6,4.71,1.68
Fairbanks Soil & Water Conservation District,4050,5,gfdl,2,1402.12,6.26,0.0,15.16,1.02,6.51,10.84,11.91,7.98,4.96,1.98
Fairbanks Soil & Water Conservation District,4054,5,ccsm,0,731.57,3.3,0.0,9.73,0.0,1.67,5.88,8.03,5.46,2.35,0.25
Fairbanks Soil & Water Conservation District,4054,5,ccsm,1,801.53,3.58,0.0,13.01,0.0,1.74,6.69,8.49,5.55,2.69,0.39
Fairbanks Soil & Water Conservation District,4054,5,ccsm,2,929.26,4.15,0.0,13.77,0.0,2.4,7.93,9.55,6.38,3.11,0.44
Fairbanks Soil & Water Conservation District,4054,5,gfdl,0,731.57,3.3,0.0,9.73,0.0,1.67,5.88,8.03,5.46,2.35,0.25
Fairbanks Soil & Water Conservation District,4054,5,gfdl,1,805.69,3.6,0.0,9.38,0.01,2.3,6.74,8.28,5.5,2.73,0.3
Fairbanks Soil & Water Conservation District,4054,5,gfdl,2,911.2,4.07,0.0,11.62,0.01,3.49,7.28,9.12,5.88,2.93,0.48
Fairbanks Soil & Water Conservation District,4061,6,ccsm,0,1050.19,4.81,0.0,12.23,0.46,3.91,8.29,10.02,6.99,3.87,1.22
Fairbanks Soil & Water Conservation District,4061,6,ccsm,1,1148.18,5.13,0.0,15.46,0.4,4.04,9.2,10.59,7.06,4.17,1.33
Fairbanks Soil & Water Conservation District,4061,6,ccsm,2,1277.81,5.7,0.0,16.2,0.4,4.83,10.51,11.51,7.86,4.6,1.48
Fairbanks Soil & Water Conservation District,4061,6,gfdl,0,1050.19,4.81,0.0,12.23,0.46,3.91,8.29,10.02,6.99,3.87,1.22
Fairbanks Soil & Water Conservation District,4061,6,gfdl,1,1140.63,5.09,0.0,11.71,0.44,4.53,9.18,10.22,7.02,4.18,1.23
Fairbanks Soil & Water Conservation District,4061,6,gfdl,2,1252.11,5.59,0.0,13.82,0.5,5.69,9.72,11.12,7.37,4.41,1.53
Fairbanks Soil & Water Conservation District,4064,4,ccsm,0,1049.38,4.75,0.0,12.17,0.42,3.81,8.24,9.95,6.86,3.74,1.18
Fairbanks Soil & Water Conservation District,4064,4,ccsm,1,1120.0,5.0,0.0,14.77,0.4,3.82,9.07,10.4,6.89,4.03,1.28
Fairbanks Soil & Water Conservation District,4064,4,ccsm,2,1244.34,5.56,0.0,15.35,0.39,4.57,10.34,11.22,7.71,4.42,1.44
Fairbanks Soil & Water Conservation District,4064,4,gfdl,0,1049.38,4.75,0.0,12.17,0.42,3.81,8.24,9.95,6.86,3.74,1.18
Fairbanks Soil & Water Conservation District,4064,4,gfdl,1,1132.19,5.05,0.0,11.85,0.39,4.33,9.27,10.25,6.94,4.11,1.22
Fairbanks Soil & Water Conservation District,4064,4,gfdl,2,1248.59,5.57,0.0,13.92,0.43,5.41,9.9,11.26,7.32,4.36,1.52
Fairbanks Soil & Water Conservation District,4068,4,ccsm,0,1088.95,4.93,0.0,12.72,0.48,4.07,8.65,10.24,7.08,3.88,1.26
Fairbanks Soil & Water Conservation District,4068,4,ccsm,1,1178.33,5.26,0.0,16.43,0.43,4.29,9.6,10.83,7.11,4.16,1.34
Fairbanks Soil & Water Conservation District,4068,4,ccsm,2,1315.74,5.87,0.0,16.67,0.43,5.08,10.94,11.87,7.96,4.59,1.49
Fairbanks Soil & Water Conservation District,4068,4,gfdl,0,1088.95,4.93,0.0,12.72,0.48,4.07,8.65,10.24,7.08,3.88,1.26
Fairbanks Soil & Water Conservation District,4068,4,gfdl,1,1178.15,5.26,0.0,12.12,0.43,4.69,9.75,10.47,7.15,4.24,1.25
Fairbanks Soil & Water Conservation District,4068,4,gfdl,2,1299.53,5.8,0.0,14.58,0.5,5.89,10.41,11.45,7.54,4.48,1.55
Fairbanks Soil & Water Conservation District,4070,6,ccsm,0,873.13,3.94,0.0,10.92,0.05,2.6,6.98,8.91,6.12,3.06,0.59
Fairbanks Soil & Water Conservation District,4070,6,ccsm,1,952.61,4.25,0.0,14.32,0.01,2.73,7.87,9.49,6.24,3.39,0.71
Fairbanks Soil & Water Conservation District,4070,6,ccsm,2,1082.77,4.83,0.0,14.99,0.03,3.51,9.18,10.43,7.04,3.79,0.82
Fairbanks Soil & Water Conservation District,4070,6,gfdl,0,873.13,3.94,0.0,10.92,0.05,2.6,6.98,8.91,6.12,3.06,0.59
Fairbanks Soil & Water Conservation District,4070,6,gfdl,1,947.03,4.23,0.0,10.4,0.04,3.21,7.86,9.14,6.2,3.39,0.62
Fairbanks Soil & Water Conservation District,4070,6,gfdl,2,1057.61,4.72,0.0,12.51,0.09,4.39,8.4,10.04,6.55,3.62,0.87
Fairbanks Soil & Water Conservation District,4077,5,ccsm,0,1163.82,5.28,0.0,13.15,0.82,4.52,9.0,10.55,7.4,4.22,1.56
Fairbanks Soil & Water Conservation District,4077,5,ccsm,1,1250.11,5.58,0.0,16.64,0.78,4.67,9.91,11.17,7.46,4.53,1.62
Fairbanks Soil & Water Conservation District,4077,5,ccsm,2,1384.15,6.18,0.0,17.15,0.78,5.48,11.25,12.15,8.29,4.94,1.79
Fairbanks Soil & Water Conservation District,4077,5,gfdl,0,1163.82,5.28,0.0,13.15,0.82,4.52,9.0,10.55,7.4,4.22,1.56
Fairbanks Soil & Water Conservation District,4077,5,gfdl,1,1246.29,5.56,0.0,12.65,0.77,5.09,10.03,10.81,7.46,4.58,1.53
Fairbanks Soil & Water Conservation District,4077,5,gfdl,2,1365.0,6.09,0.0,15.02,0.82,6.28,10.63,11.76,7.84,4.84,1.82
Fairbanks Soil & Water Conservation District,4078,4,ccsm,0,1010.77,4.59,0.0,12.13,0.29,3.58,8.05,9.78,6.78,3.61,0.99
Fairbanks Soil & Water Conservation District,4078,4,ccsm,1,1097.9,4.9,0.0,15.75,0.26,3.76,8.96,10.37,6.83,3.89,1.07
Fairbanks Soil & Water Conservation District,4078,4,ccsm,2,1231.55,5.5,0.0,16.09,0.28,4.52,10.3,11.36,7.65,4.32,1.21
Fairbanks Soil & Water Conservation District,4078,4,gfdl,0,1010.77,4.59,0.0,12.13,0.29,3.58,8.05,9.78,6.78,3.61,0.99
Fairbanks Soil & Water Conservation District,4078,4,gfdl,1,1099.18,4.91,0.0,11.69,0.23,4.2,9.11,10.04,6.87,3.95,0.99
Fairbanks Soil & Water Conservation District,4078,4,gfdl,2,1213.89,5.42,0.0,13.97,0.3,5.36,9.68,10.95,7.25,4.2,1.27
Fairbanks Soil & Water Conservation District,4083,4,ccsm,0,1184.55,5.34,0.0,13.34,0.82,4.57,9.21,10.69,7.4,4.17,1.54
Fairbanks Soil & Water Conservation District,4083,4,ccsm,1,1261.82,5.63,0.0,17.03,0.75,4.79,10.17,11.29,7.43,4.44,1.61
Fairbanks Soil & Water Conservation District,4083,4,ccsm,2,1401.65,6.26,0.0,17.26,0.74,5.59,11.57,12.35,8.3,4.88,1.76
Fairbanks Soil & Water Conservation District,4083,4,gfdl,0,1184.55,5.34,0.0,13.34,0.82,4.57,9.21,10.69,7.4,4.17,1.54
Fairbanks Soil & Water Conservation District,4083,4,gfdl,1,1261.41,5.63,0.0,12.72,0.76,5.19,10.29,10.95,7.49,4.54,1.51
Fairbanks Soil & Water Conservation District,4083,4,gfdl,2,1383.75,6.18,0.0,15.24,0.8,6.4,10.94,11.94,7.88,4.79,1.81
Fairbanks Soil & Water Conservation District,4107,4,ccsm,0,855.43,3.93,0.0,10.74,0.05,2.66,6.92,8.89,6.1,3.08,0.64
Fairbanks Soil & Water Conservation District,4107,4,ccsm,1,943.04,4.21,0.0,13.76,0.01,2.73,7.68,9.32,6.23,3.37,0.75
Fairbanks Soil & Water Conservation District,4107,4,ccsm,2,1068.22,4.77,0.0,14.52,0.04,3.43,8.88,10.33,7.03,3.79,0.85
Fairbanks Soil & Water Conservation District,4107,4,gfdl,0,855.43,3.93,0.0,10.74,0.05,2.66,6.92,8.89,6.1,3.08,0.64
Fairbanks Soil & Water Conservation District,4107,4,gfdl,1,949.48,4.24,0.0,10.36,0.07,3.32,7.76,9.13,6.18,3.41,0.67
Fairbanks Soil & Water Conservation District,4107,4,gfdl,2,1057.27,4.72,0.0,12.61,0.15,4.55,8.24,9.94,6.56,3.6,0.93
Fairbanks Soil & Water Conservation District,4108,4,ccsm,0,740.42,3.35,0.0,10.06,0.0,1.7,6.06,8.18,5.5,2.36,0.25
Fairbanks Soil & Water Conservation District,4108,4,ccsm,1,819.87,3.66,0.0,13.52,0.0,1.81,7.02,8.67,5.56,2.69,0.38
Fairbanks Soil & Water Conservation District,4108,4,ccsm,2,955.7,4.27,0.0,14.5,0.0,2.52,8.37,9.8,6.42,3.12,0.42
Fairbanks Soil & Water Conservation District,4108,4,gfdl,0,740.42,3.35,0.0,10.06,0.0,1.7,6.06,8.18,5.5,2.36,0.25
Fairbanks Soil & Water Conservation District,4108,4,gfdl,1,818.93,3.66,0.0,9.56,0.0,2.3,6.97,8.44,5.52,2.74,0.3
Fairbanks Soil & Water Conservation District,4108,4,gfdl,2,930.22,4.15,0.0,12.02,0.01,3.49,7.59,9.35,5.92,2.97,0.49
Fairbanks Soil & Water Conservation District,4110,5,ccsm,0,915.05,4.23,0.0,11.65,0.11,3.02,7.48,9.33,6.48,3.28,0.71
Fairbanks Soil & Water Conservation District,4110,5,ccsm,1,1016.09,4.54,0.0,15.08,0.09,3.16,8.39,9.94,6.53,3.61,0.79
Fairbanks Soil & Water Conservation District,4110,5,ccsm,2,1151.73,5.14,0.0,15.68,0.13,3.98,9.72,10.92,7.35,4.01,0.92
Fairbanks Soil & Water Conservation District,4110,5,gfdl,0,915.05,4.23,0.0,11.65,0.11,3.02,7.48,9.33,6.48,3.28,0.71
Fairbanks Soil & Water Conservation District,4110,5,gfdl,1,1012.46,4.52,0.0,11.13,0.05,3.58,8.51,9.58,6.5,3.65,0.7
Fairbanks Soil & Water Conservation District,4110,5,gfdl,2,1128.35,5.04,0.0,13.51,0.11,4.78,9.11,10.52,6.88,3.91,0.95
Fairbanks Soil & Water Conservation District,4112,4,ccsm,0,1286.31,6.0,0.06,13.83,1.64,5.36,9.85,11.3,7.96,4.69,2.07
Fairbanks Soil & Water Conservation District,4112,4,ccsm,1,1390.38,6.21,0.0,16.66,1.64,5.42,10.8,11.76,7.91,4.96,2.13
Fairbanks Soil & Water Conservation District,4112,4,ccsm,2,1513.96,6.76,0.0,17.32,1.58,6.19,12.03,12.64,8.77,5.36,2.29
Fairbanks Soil & Water Conservation District,4112,4,gfdl,0,1286.31,6.0,0.06,13.83,1.64,5.36,9.85,11.3,7.96,4.69,2.07
Fairbanks Soil & Water Conservation District,4112,4,gfdl,1,1393.25,6.22,0.0,13.46,1.61,5.86,10.89,11.53,7.99,5.07,2.08
Fairbanks Soil & Water Conservation District,4112,4,gfdl,2,1513.72,6.76,0.0,15.6,1.63,6.95,11.58,12.61,8.4,5.32,2.36
Fairbanks Soil & Water Conservation District,4117,4,ccsm,0,1083.55,4.91,0.0,12.58,0.46,4.02,8.56,10.25,7.09,3.88,1.28
Fairbanks Soil & Water Conservation District,4117,4,ccsm,1,1167.67,5.21,0.0,15.5,0.47,4.07,9.53,10.71,7.08,4.19,1.38
Fairbanks Soil & Water Conservation District,4117,4,ccsm,2,1298.93,5.8,0.0,16.07,0.45,4.83,10.84,11.62,7.98,4.59,1.54
Fairbanks Soil & Water Conservation District,4117,4,gfdl,0,1083.55,4.91,0.0,12.58,0.46,4.02,8.56,10.25,7.09,3.88,1.28
Fairbanks Soil & Water Conservation District,4117,4,gfdl,1,1169.77,5.22,0.0,12.37,0.42,4.54,9.58,10.48,7.14,4.25,1.31
Fairbanks Soil & Water Conservation District,4117,4,gfdl,2,1296.06,5.79,0.0,14.51,0.52,5.64,10.3,11.58,7.55,4.52,1.63
Fairbanks Soil & Water Conservation District,4121,4,ccsm,0,1218.37,5.51,0.0,13.42,1.04,4.81,9.38,10.91,7.6,4.36,1.73
